,leaf,compl,spec,area,perim,tip,base,l.max,r.max,EFN1.type,EFN1.side,EFN1.max.1,EFN1.bowl.max.1,EFN1.bowl.max.2,EFN1.max.2,EFN1.min.1,EFN1.bowl.min.1,EFN1.bowl.min.2,EFN1.min.2,EFN1.vein,EFN1.margin,EFN1.base,EFN1.tip,EFN2.type,EFN2.side,EFN2.max.1,EFN2.bowl.max.1,EFN2.bowl.max.2,EFN2.max.2,EFN2.min.1,EFN2.bowl.min.1,EFN2.bowl.min.2,EFN2.min.2,EFN2.vein,EFN2.margin,EFN2.base,EFN2.tip,EFN3.type,EFN3.side,EFN3.max.1,EFN3.bowl.max.1,EFN3.bowl.max.2,EFN3.max.2,EFN3.min.1,EFN3.bowl.min.1,EFN3.bowl.min.2,EFN3.min.2,EFN3.vein,EFN3.margin,EFN3.base,EFN3.tip,EFN4.type,EFN4.side,EFN4.max.1,EFN4.bowl.max.1,EFN4.bowl.max.2,EFN4.max.2,EFN4.min.1,EFN4.bowl.min.1,EFN4.bowl.min.2,EFN4.min.2,EFN4.vein,EFN4.margin,EFN4.base,EFN4.tip,EFN5.type,EFN5.side,EFN5.max.1,EFN5.bowl.max.1,EFN5.bowl.max.2,EFN5.max.2,EFN5.min.1,EFN5.bowl.min.1,EFN5.bowl.min.2,EFN5.min.2,EFN5.vein,EFN5.margin,EFN5.base,EFN5.tip,EFN6.type,EFN6.side,EFN6.max.1,EFN6.bowl.max.1,EFN6.bowl.max.2,EFN6.max.2,EFN6.min.1,EFN6.bowl.min.1,EFN6.bowl.min.2,EFN6.min.2,EFN6.vein,EFN6.margin,EFN6.base,EFN6.tip,EFN7.type,EFN7.side,EFN7.max.1,EFN7.bowl.max.1,EFN7.bowl.max.2,EFN7.max.2,EFN7.min.1,EFN7.bowl.min.1,EFN7.bowl.min.2,EFN7.min.2,EFN7.vein,EFN7.margin,EFN7.base,EFN7.tip,EFN8.type,EFN8.side,EFN8.max.1,EFN8.bowl.max.1,EFN8.bowl.max.2,EFN8.max.2,EFN8.min.1,EFN8.bowl.min.1,EFN8.bowl.min.2,EFN8.min.2,EFN8.vein,EFN8.margin,EFN8.base,EFN8.tip,EFN9.type,EFN9.side,EFN9.max.1,EFN9.bowl.max.1,EFN9.bowl.max.2,EFN9.max.2,EFN9.min.1,EFN9.bowl.min.1,EFN9.bowl.min.2,EFN9.min.2,EFN9.vein,EFN9.margin,EFN9.base,EFN9.tip,EFN10.type,EFN10.side,EFN10.max.1,EFN10.bowl.max.1,EFN10.bowl.max.2,EFN10.max.2,EFN10.min.1,EFN10.bowl.min.1,EFN10.bowl.min.2,EFN10.min.2,EFN10.vein,EFN10.margin,EFN10.base,EFN10.tip,EFN11.type,EFN11.side,EFN11.max.1,EFN11.bowl.max.1,EFN11.bowl.max.2,EFN11.max.2,EFN11.min.1,EFN11.bowl.min.1,EFN11.bowl.min.2,EFN11.min.2,EFN11.vein,EFN11.margin,EFN11.base,EFN11.tip,EFN12.type,EFN12.side,EFN12.max.1,EFN12.bowl.max.1,EFN12.bowl.max.2,EFN12.max.2,EFN12.min.1,EFN12.bowl.min.1,EFN12.bowl.min.2,EFN12.min.2,EFN12.vein,EFN12.margin,EFN12.base,EFN12.tip,EFN13.type,EFN13.side,EFN13.max.1,EFN13.bowl.max.1,EFN13.bowl.max.2,EFN13.max.2,EFN13.min.1,EFN13.bowl.min.1,EFN13.bowl.min.2,EFN13.min.2,EFN13.vein,EFN13.margin,EFN13.base,EFN13.tip,EFN14.type,EFN14.side,EFN14.max.1,EFN14.bowl.max.1,EFN14.bowl.max.2,EFN14.max.2,EFN14.min.1,EFN14.bowl.min.1,EFN14.bowl.min.2,EFN14.min.2,EFN14.vein,EFN14.margin,EFN14.base,EFN14.tip,EFN15.type,EFN15.side,EFN15.max.1,EFN15.bowl.max.1,EFN15.bowl.max.2,EFN15.max.2,EFN15.min.1,EFN15.bowl.min.1,EFN15.bowl.min.2,EFN15.min.2,EFN15.vein,EFN15.margin,EFN15.base,EFN15.tip,EFN16.type,EFN16.side,EFN16.max.1,EFN16.bowl.max.1,EFN16.bowl.max.2,EFN16.max.2,EFN16.min.1,EFN16.bowl.min.1,EFN16.bowl.min.2,EFN16.min.2,EFN16.vein,EFN16.margin,EFN16.base,EFN16.tip,EFN17.type,EFN17.side,EFN17.max.1,EFN17.bowl.max.1,EFN17.bowl.max.2,EFN17.max.2,EFN17.min.1,EFN17.bowl.min.1,EFN17.bowl.min.2,EFN17.min.2,EFN17.vein,EFN17.margin,EFN17.base,EFN17.tip
y,,,,,,102.933,106.235,109.876,101.917,,,109.4,109.368,109.178,109.167,109.086,109.171,109.439,109.509,107.936,109.566,,,,,103.399,103.362,103.039,103.002,103.341,103.309,103.039,102.986,103.785,102.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,"extremely small, odd leaf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,254,N,mullaha_WC274,,,189.696,186.33,170.519,208.174,MLa,L,179.292,179.387,180.012,180.319,179.811,179.779,179.684,179.631,183.028,179.218,,,MLa,L,183.578,183.6,183.912,184.012,183.938,183.885,183.557,183.526,184.346,183.526,,,La,R,201.711,201.909,202.445,202.53,202.247,202.205,202.064,202.001,200.004,203.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,46.334,86.783,58.081,70.273,,,80.529,80.581,80.878,80.994,80.211,80.444,80.941,81.111,79.682,80.793,,,,,86.074,86.201,86.651,86.842,86.328,86.371,86.508,86.519,85.54,86.519,,,,,74.295,74.38,74.634,74.669,74.217,74.337,74.648,74.747,72.771,75.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,apprent pathology to leaf,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,255,Y,mullaha_WC274,,,236.918,206.163,,226.377,La,R,221.664,221.714,221.813,221.869,221.523,221.608,221.911,221.996,219.033,223.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,75.417,117.454,,112.247,,,112.896,112.755,112.381,112.303,112.529,112.564,112.67,112.691,109.305,114.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,256,N,mullaha_WC274,,,33.401,71.416,67.395,46.228,La,R,67.218,67.084,66.76,66.668,66.809,66.858,67.042,67.084,66.64,67.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,151.511,104.521,127.423,104.225,,,102.418,102.341,102.171,102.115,102.475,102.418,102.115,102.037,103.653,101.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Estimated,Estimated,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,257,N,mullaha_WC274,,,2.032,67.776,42.757,38.269,MLa,L,53.107,53.361,53.89,54.134,53.721,53.679,53.545,53.523,51.456,53.608,,,MLa,L,57.51,57.669,58.261,58.452,57.637,57.732,58.039,58.092,55.259,58.11,,,MLa,L,65.871,65.927,66.308,66.35,65.694,65.765,66.259,66.269,64.248,66.273,,,MLa,R,67.363,67.305,67.225,67.209,66.929,66.998,,67.384,63.182,67.4,,,La,R,66.576,66.506,66.393,66.329,66.019,66.216,66.576,66.689,61.955,66.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,146.791,152.209,175.154,124.862,,,169.683,169.725,169.937,169.989,169.397,169.524,170.095,170.201,162.666,170.243,,,,,167.195,167.068,166.719,166.56,166.433,166.645,167.1,167.164,161.036,167.174,,,,,161.325,161.234,160.726,160.591,160.81,160.874,161.121,161.128,160.507,161.129,,,,,150.066,149.908,149.315,149.209,149.749,149.749,,149.648,150.721,149.638,,,,,146.071,145.845,145.295,145.062,145.74,145.683,145.549,145.535,148.484,145.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,apparent pathology to leaf,,,,,Estimated,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,258,N,mullaha_WC274,,,28.765,75.755,55.224,34.671,MLa,L,70.675,70.675,70.668,70.668,70.386,70.457,70.831,70.922,65.391,70.802,,,MLa,L,72.877,72.882,72.999,73.025,72.565,72.75,73.194,73.311,67.867,73.223,,,MLa,L,75.149,75.156,75.29,75.325,74.895,74.986,75.417,75.501,69.469,75.528,,,MLa,R,76.913,76.8,76.256,76.136,76.221,76.313,76.722,76.828,72.602,76.941,,,La,R,72.602,72.432,71.977,71.723,71.818,71.977,72.464,72.633,69.843,73.081,,,La,R,66.897,66.728,66.019,65.744,66.167,66.252,66.463,66.548,64.833,67.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,apparent pathology to leaf,,,,,192.765,178.244,207.454,164.825,,,193.103,193.026,192.532,192.461,192.765,192.786,192.772,192.779,187.544,192.976,,,,,188.706,188.621,187.955,187.881,188.251,188.283,188.288,188.304,184.446,188.489,,,,,183.755,183.705,183.063,182.901,183.303,183.346,183.459,183.48,181.525,183.557,,,,,171.436,171.337,170.822,170.73,171.429,171.309,170.907,170.836,176.382,170.868,,,,,168.307,168.095,167.555,167.301,168.243,168.084,167.598,167.386,174.632,165.876,,,,,165.788,165.746,165.439,165.354,166.148,165.957,165.269,165.026,172.487,162.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,Estimated,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,259,M,mullaha_WC274,,,240.686,310.451,279.633,304.8,La,R,315.415,315.637,315.912,316.061,315.394,315.574,315.987,316.114,313.436,316.251,,,MLa,R,317.408,317.373,317.288,317.253,317.055,317.204,317.422,317.429,314.085,317.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,240.728,280.903,287.845,246.359,,,275.791,275.548,275.145,274.997,275.124,275.262,275.526,275.685,274.447,275.516,,,,,269.586,269.487,269.212,269.078,269.445,269.409,269.339,269.339,269.713,269.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,Estimated,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,260,Y,mullaha_AW08142012,,,4.572,73.152,27.771,74.676,La,L,56.124,56.367,56.907,57.023,56.896,56.727,56.505,56.346,56.769,56.6,,,La,L,62.22,62.484,63.024,63.267,62.474,62.622,62.929,63.034,62.283,63.109,,,La,L,65.701,65.998,66.601,66.823,65.966,66.114,66.389,66.506,65.828,66.813,,,La,L,70.178,70.337,70.856,71.099,70.453,70.527,70.718,70.792,70.146,71.014,,,La,R,75.121,75.322,75.84,75.946,75.301,75.417,75.734,75.83,74.337,76.264,,,La,R,77.396,77.618,78.243,78.391,77.682,77.735,77.957,78.01,76.549,78.592,,,La,R,78.74,78.962,79.64,79.862,78.984,79.089,79.47,79.566,76.172,81.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,1.905,80.497,78.105,39.836,,,86.424,86.646,87.016,87.186,86.371,86.604,87.006,87.217,83.834,88.265,,,,,84.656,84.413,83.968,83.736,83.725,83.947,84.445,84.603,82.709,85.514,,,,,82.921,82.772,82.328,82.18,82.148,82.338,82.751,82.952,81.428,83.757,,,,,80.751,80.677,80.338,80.211,80.232,80.37,80.687,80.793,79.544,81.153,,,,,76.179,75.999,75.544,75.428,75.533,75.639,75.988,76.073,75.671,75.798,,,,,71.279,71.364,71.543,71.607,71.914,71.745,71.152,70.951,70.908,71.808,,,,,66.326,66.157,65.733,65.553,65.447,65.638,66.252,66.411,64.685,66.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,261,Y,mullaha_AW08142012,,,244.602,278.766,256.244,282.491,La,L,276,276.169,276.451,276.592,276.141,276.183,276.423,276.55,276.31,276.211,,,La,R,279.485,279.538,279.739,279.76,279.379,279.453,279.792,279.877,278.998,280.152,,,La,R,280.406,280.554,280.956,281.062,280.469,280.554,280.882,280.977,279.665,282.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,6.943,46.567,36.576,28.363,,,46.962,46.849,46.595,46.51,46.595,46.623,46.849,46.99,46.172,47.794,,,,,45.106,45,44.471,44.344,44.651,44.683,44.852,44.905,44.609,45.286,,,,,41.391,41.317,40.947,40.841,40.831,40.936,41.286,41.402,41.19,41.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,262,Y,mullaha_AW08142012,,,37.719,36.435,20.193,50.673,La,L,30.297,30.417,31.009,31.256,30.706,30.72,30.755,30.748,31.602,29.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,96.901,155.66,131.953,137.668,,,152.167,152.217,152.266,152.245,151.892,152.069,152.407,152.513,151.335,153.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,263,Y,mullaha_WC274,,,15.875,105.664,62.484,86.529,La,R,104.997,104.934,104.786,104.722,104.553,104.701,105.018,105.167,104.341,105.336,,,MLa,R,106.116,106.172,106.285,106.341,105.96,106.101,106.313,106.373,103.77,106.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,185.06,233.786,248.729,195.389,,,230.812,230.611,230.209,230.05,230.59,230.547,230.357,230.283,230.664,230.505,,,,,226.561,226.469,226.123,225.989,226.187,226.3,226.349,226.388,226.663,226.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,264,M,opulus_AW06232010,,,13.348,67.034,9.025,70.042,P,L,67.881,68.206,69.407,69.675,68.997,68.87,68.517,68.39,68.969,68.715,,,P,L,70.523,70.932,71.836,72.076,71.54,71.427,71.229,71.031,71.314,71.201,,,P,R,73.333,73.277,72.189,71.653,,,,,72.062,72.444,72.429,72.74,P,R,70.523,70.678,69.407,68.799,,,,,69.195,69.534,69.605,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,,,,,,35.431,91.059,88.559,38.729,,,92.055,92.232,92.952,93.107,92.232,92.415,92.952,93.192,92.345,92.726,,,,,93.475,93.531,94.138,94.463,93.559,93.785,94.04,94.308,93.757,94.068,,,,,94.435,93.785,92.994,93.418,,,,,94.633,93.983,93.983,93.475,,,92.585,91.893,91.088,91.667,,,,,92.627,92.161,92.062,91.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misc,adaxial,,,,,,,,Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
